name,url,season,stats
Leicester City,https://www.premierleague.com/en/clubs/13/leicester-city/stats,2022/2023,"[{'Games Played': '38', 'Goals': '51', 'Goals Conceded': '68', 'Shots': '304', 'Shots On Target': '152', 'Penalties Taken (Scored)': '6 (3)', 'Free Kicks Scored (Scored)': '14 (2)', 'Hit Woodwork': '13', 'Crosses (Completed %)': '334 (20%)', 'Interceptions': '367', 'Blocks': '170', 'Clearances': '723', 'Penalties Saved (%)': '1 (20%)', 'Passes': '17,365', 'Long Passes (Completed %)': '1,868 (41%)', 'Corners Taken': '135', 'Dribbles (Completed %)': '548 (55%)', 'Duels Won': '1,909', 'Aerial Duels Won': '513', 'Red Cards': '2', 'Yellow Cards': '59', 'Fouls': '410', 'Offsides': '83', 'Own Goals': '2'}]"
Liverpool,https://www.premierleague.com/en/clubs/14/liverpool/stats,2022/2023,"[{'Games Played': '38', 'Goals': '75', 'Goals Conceded': '47', 'Shots': '424', 'Shots On Target': '212', 'Penalties Taken (Scored)': '4 (2)', 'Free Kicks Scored (Scored)': '7 (1)', 'Hit Woodwork': '16', 'Crosses (Completed %)': '525 (22%)', 'Interceptions': '333', 'Blocks': '74', 'Clearances': '540', 'Penalties Saved (%)': '1 (25%)', 'Passes': '22,401', 'Long Passes (Completed %)': '2,186 (53%)', 'Corners Taken': '236', 'Dribbles (Completed %)': '618 (55%)', 'Duels Won': '1,730', 'Aerial Duels Won': '482', 'Red Cards': '1', 'Yellow Cards': '57', 'Fouls': '405', 'Offsides': '84', 'Own Goals': '4'}]"
Manchester City,https://www.premierleague.com/en/clubs/43/manchester-city/stats,2022/2023,"[{'Games Played': '38', 'Goals': '94', 'Goals Conceded': '33', 'Shots': '438', 'Shots On Target': '219', 'Penalties Taken (Scored)': '10 (9)', 'Free Kicks Scored (Scored)': '20 (2)', 'Hit Woodwork': '19', 'Crosses (Completed %)': '525 (21%)', 'Interceptions': '223', 'Blocks': '95', 'Clearances': '391', 'Passes': '25,072', 'Long Passes (Completed %)': '1,758 (61%)', 'Corners Taken': '240', 'Dribbles (Completed %)': '594 (60%)', 'Duels Won': '1,645', 'Aerial Duels Won': '441', 'Red Cards': '1', 'Yellow Cards': '44', 'Fouls': '347', 'Offsides': '51', 'Own Goals': '2'}]"
Manchester United,https://www.premierleague.com/en/clubs/1/manchester-united/stats,2022/2023,"[{'Games Played': '38', 'Goals': '58', 'Goals Conceded': '43', 'Shots': '430', 'Shots On Target': '215', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored': '20', 'Hit Woodwork': '20', 'Crosses (Completed %)': '368 (21%)', 'Interceptions': '352', 'Blocks': '146', 'Clearances': '734', 'Penalties Saved (%)': '1 (33%)', 'Passes': '19,085', 'Long Passes (Completed %)': '1,963 (48%)', 'Corners Taken': '195', 'Dribbles (Completed %)': '677 (51%)', 'Duels Won': '1,760', 'Aerial Duels Won': '467', 'Red Cards': '2', 'Yellow Cards': '78', 'Fouls': '424', 'Offsides': '79', 'Own Goals': '2'}]"
Newcastle United,https://www.premierleague.com/en/clubs/4/newcastle-united/stats,2022/2023,[{}]
Nottingham Forest,https://www.premierleague.com/en/clubs/17/nottingham-forest/stats,2022/2023,"[{'Games Played': '38', 'Goals': '38', 'Goals Conceded': '68', 'Shots': '236', 'Shots On Target': '118', 'Penalties Taken (Scored)': '6 (3)', 'Free Kicks Scored': '9', 'Hit Woodwork': '8', 'Crosses (Completed %)': '357 (17%)', 'Interceptions': '349', 'Blocks': '156', 'Clearances': '892', 'Penalties Saved (%)': '2 (22%)', 'Passes': '12,104', 'Long Passes (Completed %)': '2,095 (37%)', 'Corners Taken': '128', 'Dribbles (Completed %)': '505 (54%)', 'Duels Won': '1,881', 'Aerial Duels Won': '563', 'Red Cards': '0', 'Yellow Cards': '84', 'Fouls': '445', 'Offsides': '67', 'Own Goals': '2'}]"
Southampton,https://www.premierleague.com/en/clubs/20/southampton/stats,2022/2023,"[{'Games Played': '38', 'Goals': '36', 'Goals Conceded': '73', 'Shots': '284', 'Shots On Target': '142', 'Penalties Taken (Scored)': '4 (2)', 'Free Kicks Scored (Scored)': '17 (3)', 'Hit Woodwork': '10', 'Crosses (Completed %)': '429 (21%)', 'Interceptions': '427', 'Blocks': '165', 'Clearances': '825', 'Penalties Saved (%)': '1 (33%)', 'Passes': '14,796', 'Long Passes (Completed %)': '2,097 (38%)', 'Corners Taken': '157', 'Dribbles (Completed %)': '703 (55%)', 'Duels Won': '2,034', 'Aerial Duels Won': '554', 'Red Cards': '0', 'Yellow Cards': '73', 'Fouls': '430', 'Offsides': '57'}]"
Tottenham Hotspur,https://www.premierleague.com/en/clubs/6/tottenham-hotspur/stats,2022/2023,"[{'Games Played': '38', 'Goals': '70', 'Goals Conceded': '63', 'Shots': '398', 'Shots On Target': '199', 'Penalties Taken (Scored)': '6 (5)', 'Free Kicks Scored (Scored)': '14 (1)', 'Hit Woodwork': '17', 'Crosses (Completed %)': '525 (25%)', 'Interceptions': '340', 'Blocks': '148', 'Clearances': '725', 'Penalties Saved (%)': '1 (25%)', 'Passes': '18,042', 'Long Passes (Completed %)': '1,900 (49%)', 'Corners Taken': '203', 'Dribbles (Completed %)': '613 (53%)', 'Duels Won': '1,846', 'Aerial Duels Won': '553', 'Red Cards': '3', 'Yellow Cards': '75', 'Fouls': '424', 'Offsides': '67', 'Own Goals': '2'}]"
West Ham United,https://www.premierleague.com/en/clubs/21/west-ham-united/stats,2022/2023,"[{'Games Played': '38', 'Goals': '42', 'Goals Conceded': '55', 'Shots': '290', 'Shots On Target': '145', 'Penalties Taken (Scored)': '8 (6)', 'Free Kicks Scored': '13', 'Hit Woodwork': '16', 'Crosses (Completed %)': '542 (19%)', 'Interceptions': '408', 'Blocks': '139', 'Clearances': '779', 'Penalties Saved (%)': '1 (17%)', 'Passes': '14,638', 'Long Passes (Completed %)': '2,002 (46%)', 'Corners Taken': '207', 'Dribbles (Completed %)': '550 (52%)', 'Duels Won': '1,827', 'Aerial Duels Won': '623', 'Red Cards': '0', 'Yellow Cards': '44', 'Fouls': '362', 'Offsides': '62', 'Own Goals': '1'}]"
Wolverhampton Wanderers,https://www.premierleague.com/en/clubs/39/wolverhampton-wanderers/stats,2022/2023,"[{'Games Played': '38', 'Goals': '31', 'Goals Conceded': '58', 'Shots': '252', 'Shots On Target': '126', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored': '18', 'Hit Woodwork': '6', 'Crosses (Completed %)': '471 (21%)', 'Interceptions': '279', 'Blocks': '175', 'Clearances': '780', 'Penalties Saved (%)': '2 (50%)', 'Passes': '16,712', 'Long Passes (Completed %)': '2,152 (46%)', 'Corners Taken': '186', 'Dribbles (Completed %)': '701 (57%)', 'Duels Won': '1,912', 'Aerial Duels Won': '468', 'Red Cards': '6', 'Yellow Cards': '84', 'Fouls': '463', 'Offsides': '62', 'Own Goals': '3'}]"
