name,url,season,stats
Liverpool,https://www.premierleague.com/en/clubs/14/liverpool/stats,2021/2022,"[{'Games Played': '38', 'Goals': '94', 'Goals Conceded': '26', 'Shots': '512', 'Shots On Target': '256', 'Penalties Taken (Scored)': '8 (7)', 'Free Kicks Scored (Scored)': '13 (1)', 'Hit Woodwork': '9', 'Crosses (Completed %)': '593 (21%)', 'Interceptions': '340', 'Blocks': '74', 'Clearances': '499', 'Passes': '23,588', 'Long Passes (Completed %)': '2,110 (54%)', 'Corners Taken': '285', 'Dribbles (Completed %)': '635 (54%)', 'Duels Won': '1,755', 'Aerial Duels Won': '574', 'Red Cards': '1', 'Yellow Cards': '50', 'Fouls': '363', 'Offsides': '63'}]"
Manchester City,https://www.premierleague.com/en/clubs/43/manchester-city/stats,2021/2022,"[{'Games Played': '38', 'Goals': '99', 'Goals Conceded': '26', 'Shots': '508', 'Shots On Target': '254', 'Penalties Taken (Scored)': '9 (7)', 'Free Kicks Scored': '17', 'Hit Woodwork': '24', 'Crosses (Completed %)': '608 (17%)', 'Interceptions': '279', 'Blocks': '55', 'Clearances': '368', 'Passes': '26,132', 'Long Passes (Completed %)': '1,851 (63%)', 'Corners Taken': '317', 'Dribbles (Completed %)': '741 (57%)', 'Duels Won': '1,735', 'Aerial Duels Won': '483', 'Red Cards': '1', 'Yellow Cards': '42', 'Fouls': '321', 'Offsides': '66', 'Own Goals': '3'}]"
Manchester United,https://www.premierleague.com/en/clubs/1/manchester-united/stats,2021/2022,"[{'Games Played': '38', 'Goals': '57', 'Goals Conceded': '57', 'Shots': '374', 'Shots On Target': '187', 'Penalties Taken (Scored)': '5 (3)', 'Free Kicks Scored (Scored)': '19 (1)', 'Hit Woodwork': '13', 'Crosses (Completed %)': '462 (19%)', 'Interceptions': '340', 'Blocks': '133', 'Clearances': '673', 'Penalties Saved (%)': '2 (40%)', 'Passes': '19,035', 'Long Passes (Completed %)': '1,876 (51%)', 'Corners Taken': '198', 'Dribbles (Completed %)': '631 (58%)', 'Duels Won': '1,828', 'Aerial Duels Won': '558', 'Red Cards': '2', 'Yellow Cards': '75', 'Fouls': '396', 'Offsides': '88', 'Own Goals': '1'}]"
Newcastle United,https://www.premierleague.com/en/clubs/4/newcastle-united/stats,2021/2022,"[{'Games Played': '38', 'Goals': '44', 'Goals Conceded': '62', 'Shots': '298', 'Shots On Target': '149', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored (Scored)': '15 (4)', 'Hit Woodwork': '7', 'Crosses (Completed %)': '393 (19%)', 'Interceptions': '360', 'Blocks': '162', 'Clearances': '743', 'Penalties Saved (%)': '1 (17%)', 'Passes': '12,503', 'Long Passes (Completed %)': '2,257 (43%)', 'Corners Taken': '160', 'Dribbles (Completed %)': '632 (57%)', 'Duels Won': '2,059', 'Aerial Duels Won': '677', 'Red Cards': '2', 'Yellow Cards': '79', 'Fouls': '392', 'Offsides': '71', 'Own Goals': '3'}]"
Norwich City,https://www.premierleague.com/en/clubs/45/norwich-city/stats,2021/2022,"[{'Games Played': '38', 'Goals': '23', 'Goals Conceded': '84', 'Shots': '218', 'Shots On Target': '109', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored': '18', 'Hit Woodwork': '8', 'Crosses (Completed %)': '355 (17%)', 'Interceptions': '381', 'Blocks': '180', 'Clearances': '816', 'Penalties Saved (%)': '1 (8%)', 'Passes': '14,466', 'Long Passes (Completed %)': '2,165 (43%)', 'Corners Taken': '165', 'Dribbles (Completed %)': '581 (51%)', 'Duels Won': '1,836', 'Aerial Duels Won': '495', 'Red Cards': '1', 'Yellow Cards': '55', 'Fouls': '356', 'Offsides': '55', 'Own Goals': '2'}]"
Southampton,https://www.premierleague.com/en/clubs/20/southampton/stats,2021/2022,"[{'Games Played': '38', 'Goals': '43', 'Goals Conceded': '67', 'Shots': '340', 'Shots On Target': '170', 'Penalties Taken (Scored)': '4 (4)', 'Free Kicks Scored (Scored)': '24 (4)', 'Hit Woodwork': '10', 'Crosses (Completed %)': '440 (18%)', 'Interceptions': '446', 'Blocks': '132', 'Clearances': '761', 'Passes': '15,289', 'Long Passes (Completed %)': '2,085 (38%)', 'Corners Taken': '234', 'Dribbles (Completed %)': '624 (56%)', 'Duels Won': '1,986', 'Aerial Duels Won': '674', 'Red Cards': '2', 'Yellow Cards': '63', 'Fouls': '402', 'Offsides': '42', 'Own Goals': '2'}]"
Tottenham Hotspur,https://www.premierleague.com/en/clubs/6/tottenham-hotspur/stats,2021/2022,"[{'Games Played': '38', 'Goals': '69', 'Goals Conceded': '40', 'Shots': '396', 'Shots On Target': '198', 'Penalties Taken (Scored)': '5 (5)', 'Free Kicks Scored (Scored)': '16 (1)', 'Hit Woodwork': '13', 'Crosses (Completed %)': '466 (23%)', 'Interceptions': '355', 'Blocks': '161', 'Clearances': '758', 'Passes': '19,165', 'Long Passes (Completed %)': '1,691 (49%)', 'Corners Taken': '195', 'Dribbles (Completed %)': '667 (56%)', 'Duels Won': '1,940', 'Aerial Duels Won': '565', 'Red Cards': '1', 'Yellow Cards': '67', 'Fouls': '386', 'Offsides': '62', 'Own Goals': '6'}]"
Watford,https://www.premierleague.com/en/clubs/57/watford/stats,2021/2022,"[{'Games Played': '38', 'Goals': '34', 'Goals Conceded': '77', 'Shots': '254', 'Shots On Target': '127', 'Penalties Taken (Scored)': '2 (1)', 'Free Kicks Scored': '24', 'Hit Woodwork': '11', 'Crosses (Completed %)': '408 (23%)', 'Interceptions': '444', 'Blocks': '148', 'Clearances': '866', 'Penalties Saved (%)': '1 (14%)', 'Passes': '13,047', 'Long Passes (Completed %)': '2,364 (39%)', 'Corners Taken': '162', 'Dribbles (Completed %)': '751 (53%)', 'Duels Won': '2,073', 'Aerial Duels Won': '717', 'Red Cards': '3', 'Yellow Cards': '57', 'Fouls': '442', 'Offsides': '53', 'Own Goals': '1'}]"
West Ham United,https://www.premierleague.com/en/clubs/21/west-ham-united/stats,2021/2022,"[{'Games Played': '38', 'Goals': '60', 'Goals Conceded': '51', 'Shots': '314', 'Shots On Target': '157', 'Penalties Taken (Scored)': '6 (4)', 'Free Kicks Scored (Scored)': '13 (1)', 'Hit Woodwork': '10', 'Crosses (Completed %)': '581 (17%)', 'Interceptions': '374', 'Blocks': '175', 'Clearances': '754', 'Penalties Saved (%)': '3 (50%)', 'Passes': '16,580', 'Long Passes (Completed %)': '2,150 (45%)', 'Corners Taken': '201', 'Dribbles (Completed %)': '545 (56%)', 'Duels Won': '1,753', 'Aerial Duels Won': '642', 'Red Cards': '3', 'Yellow Cards': '47', 'Fouls': '323', 'Offsides': '59', 'Own Goals': '2'}]"
Wolverhampton Wanderers,https://www.premierleague.com/en/clubs/39/wolverhampton-wanderers/stats,2021/2022,"[{'Games Played': '38', 'Goals': '38', 'Goals Conceded': '43', 'Shots': '272', 'Shots On Target': '136', 'Penalties Taken (Scored)': '1 (1)', 'Free Kicks Scored (Scored)': '13 (1)', 'Hit Woodwork': '12', 'Crosses (Completed %)': '406 (21%)', 'Interceptions': '389', 'Blocks': '135', 'Clearances': '771', 'Passes': '17,517', 'Long Passes (Completed %)': '2,245 (47%)', 'Corners Taken': '168', 'Dribbles (Completed %)': '771 (58%)', 'Duels Won': '1,919', 'Aerial Duels Won': '465', 'Red Cards': '2', 'Yellow Cards': '59', 'Fouls': '366', 'Offsides': '61', 'Own Goals': '3'}]"
