name,url,season,stats
Manchester United,https://www.premierleague.com/en/clubs/1/manchester-united/stats,2016/2017,"[{'Games Played': '38', 'Goals': '54', 'Goals Conceded': '29', 'Shots': '420', 'Shots On Target': '210', 'Penalties Taken (Scored)': '4 (3)', 'Free Kicks Scored (Scored)': '24 (1)', 'Hit Woodwork': '19', 'Crosses (Completed %)': '629 (24%)', 'Interceptions': '581', 'Blocks': '99', 'Clearances': '1,110', 'Penalties Saved (%)': '1 (20%)', 'Passes': '20,247', 'Long Passes (Completed %)': '2,426 (54%)', 'Corners Taken': '219', 'Dribbles (Completed %)': '682 (59%)', 'Duels Won': '2,144', 'Aerial Duels Won': '623', 'Red Cards': '2', 'Yellow Cards': '78', 'Fouls': '496', 'Offsides': '99'}]"
Middlesbrough,https://www.premierleague.com/en/clubs/25/middlesbrough/stats,2016/2017,"[{'Games Played': '38', 'Goals': '27', 'Goals Conceded': '53', 'Shots': '200', 'Shots On Target': '100', 'Penalties Taken (Scored)': '2 (2)', 'Free Kicks Scored': '15', 'Hit Woodwork': '6', 'Crosses (Completed %)': '548 (21%)', 'Interceptions': '550', 'Blocks': '148', 'Clearances': '1,090', 'Passes': '15,736', 'Long Passes (Completed %)': '2,856 (47%)', 'Corners Taken': '141', 'Dribbles (Completed %)': '611 (65%)', 'Duels Won': '2,264', 'Aerial Duels Won': '774', 'Red Cards': '1', 'Yellow Cards': '77', 'Fouls': '482', 'Offsides': '51', 'Own Goals': '1'}]"
Southampton,https://www.premierleague.com/en/clubs/20/southampton/stats,2016/2017,"[{'Games Played': '38', 'Goals': '41', 'Goals Conceded': '48', 'Shots': '358', 'Shots On Target': '179', 'Penalties Taken (Scored)': '6 (3)', 'Free Kicks Scored': '24', 'Hit Woodwork': '12', 'Crosses (Completed %)': '713 (20%)', 'Interceptions': '516', 'Blocks': '128', 'Clearances': '919', 'Penalties Saved (%)': '1 (11%)', 'Passes': '18,240', 'Long Passes (Completed %)': '2,336 (45%)', 'Corners Taken': '198', 'Dribbles (Completed %)': '498 (64%)', 'Duels Won': '2,037', 'Aerial Duels Won': '648', 'Red Cards': '2', 'Yellow Cards': '59', 'Fouls': '428', 'Offsides': '73', 'Own Goals': '2'}]"
Stoke City,https://www.premierleague.com/en/clubs/110/stoke-city/stats,2016/2017,"[{'Games Played': '38', 'Goals': '41', 'Goals Conceded': '56', 'Shots': '274', 'Shots On Target': '137', 'Penalties Taken (Scored)': '6 (4)', 'Free Kicks Scored (Scored)': '15 (2)', 'Hit Woodwork': '14', 'Crosses (Completed %)': '494 (20%)', 'Interceptions': '497', 'Blocks': '159', 'Clearances': '1,009', 'Penalties Saved (%)': '1 (50%)', 'Passes': '14,558', 'Long Passes (Completed %)': '2,507 (47%)', 'Corners Taken': '189', 'Dribbles (Completed %)': '598 (61%)', 'Duels Won': '2,248', 'Aerial Duels Won': '808', 'Red Cards': '2', 'Yellow Cards': '70', 'Fouls': '435', 'Offsides': '85', 'Own Goals': '4'}]"
Sunderland,https://www.premierleague.com/en/clubs/56/sunderland/stats,2016/2017,"[{'Games Played': '38', 'Goals': '29', 'Goals Conceded': '69', 'Shots': '238', 'Shots On Target': '119', 'Penalties Taken (Scored)': '5 (5)', 'Free Kicks Scored': '25', 'Hit Woodwork': '4', 'Crosses (Completed %)': '423 (18%)', 'Interceptions': '545', 'Blocks': '172', 'Clearances': '1,173', 'Passes': '12,360', 'Long Passes (Completed %)': '2,592 (40%)', 'Corners Taken': '160', 'Dribbles (Completed %)': '507 (63%)', 'Duels Won': '1,936', 'Aerial Duels Won': '616', 'Red Cards': '4', 'Yellow Cards': '78', 'Fouls': '438', 'Offsides': '78', 'Own Goals': '1'}]"
Swansea City,https://www.premierleague.com/en/clubs/80/swansea-city/stats,2016/2017,"[{'Games Played': '38', 'Goals': '45', 'Goals Conceded': '70', 'Shots': '290', 'Shots On Target': '145', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored (Scored)': '21 (2)', 'Hit Woodwork': '10', 'Crosses (Completed %)': '620 (24%)', 'Interceptions': '460', 'Blocks': '137', 'Clearances': '1,039', 'Penalties Saved (%)': '1 (13%)', 'Passes': '16,125', 'Long Passes (Completed %)': '2,578 (50%)', 'Corners Taken': '197', 'Dribbles (Completed %)': '532 (59%)', 'Duels Won': '2,026', 'Aerial Duels Won': '680', 'Red Cards': '0', 'Yellow Cards': '56', 'Fouls': '401', 'Offsides': '49'}]"
Tottenham Hotspur,https://www.premierleague.com/en/clubs/6/tottenham-hotspur/stats,2016/2017,"[{'Games Played': '38', 'Goals': '86', 'Goals Conceded': '26', 'Shots': '514', 'Shots On Target': '257', 'Penalties Taken (Scored)': '9 (7)', 'Free Kicks Scored': '34', 'Hit Woodwork': '22', 'Crosses (Completed %)': '521 (16%)', 'Interceptions': '314', 'Blocks': '99', 'Clearances': '1,003', 'Passes': '20,153', 'Long Passes (Completed %)': '2,660 (57%)', 'Corners Taken': '274', 'Dribbles (Completed %)': '782 (57%)', 'Duels Won': '2,124', 'Aerial Duels Won': '575', 'Red Cards': '0', 'Yellow Cards': '62', 'Fouls': '432', 'Offsides': '74', 'Own Goals': '2'}]"
Watford,https://www.premierleague.com/en/clubs/57/watford/stats,2016/2017,[{}]
West Bromwich Albion,https://www.premierleague.com/en/clubs/35/west-bromwich-albion/stats,2016/2017,"[{'Games Played': '38', 'Goals': '35', 'Goals Conceded': '76', 'Shots': '224', 'Shots On Target': '112', 'Penalties Taken (Scored)': '4 (4)', 'Free Kicks Scored (Scored)': '16 (1)', 'Hit Woodwork': '13', 'Crosses (Completed %)': '441 (19%)', 'Interceptions': '435', 'Blocks': '159', 'Clearances': '840', 'Penalties Saved (%)': '1 (9%)', 'Passes': '12,388', 'Long Passes (Completed %)': '2,365 (38%)', 'Corners Taken': '145', 'Dribbles (Completed %)': '505 (52%)', 'Duels Won': '1,966', 'Aerial Duels Won': '725', 'Red Cards': '4', 'Yellow Cards': '51', 'Fouls': '404', 'Offsides': '75', 'Own Goals': '2'}]"
West Ham United,https://www.premierleague.com/en/clubs/21/west-ham-united/stats,2016/2017,"[{'Games Played': '38', 'Goals': '47', 'Goals Conceded': '64', 'Shots': '276', 'Shots On Target': '138', 'Penalties Taken (Scored)': '4 (3)', 'Free Kicks Scored (Scored)': '38 (3)', 'Hit Woodwork': '14', 'Crosses (Completed %)': '550 (21%)', 'Interceptions': '611', 'Blocks': '112', 'Clearances': '1,071', 'Penalties Saved (%)': '1 (13%)', 'Passes': '15,134', 'Long Passes (Completed %)': '2,624 (46%)', 'Corners Taken': '174', 'Dribbles (Completed %)': '672 (60%)', 'Duels Won': '2,146', 'Aerial Duels Won': '726', 'Red Cards': '5', 'Yellow Cards': '78', 'Fouls': '408', 'Offsides': '74', 'Own Goals': '1'}]"
