name,url,season,stats
Manchester City,https://www.premierleague.com/en/clubs/43/manchester-city/stats,2017/2018,"[{'Games Played': '38', 'Goals': '106', 'Goals Conceded': '27', 'Shots': '530', 'Shots On Target': '265', 'Penalties Taken (Scored)': '8 (6)', 'Free Kicks Scored (Scored)': '30 (1)', 'Hit Woodwork': '24', 'Crosses (Completed %)': '489 (15%)', 'Interceptions': '346', 'Blocks': '53', 'Clearances': '588', 'Penalties Saved (%)': '2 (100%)', 'Passes': '28,241', 'Long Passes (Completed %)': '1,775 (61%)', 'Corners Taken': '285', 'Dribbles (Completed %)': '732 (69%)', 'Duels Won': '1,934', 'Aerial Duels Won': '526', 'Red Cards': '2', 'Yellow Cards': '59', 'Fouls': '344', 'Offsides': '67', 'Own Goals': '3'}]"
Manchester United,https://www.premierleague.com/en/clubs/1/manchester-united/stats,2017/2018,"[{'Games Played': '38', 'Goals': '68', 'Goals Conceded': '28', 'Shots': '356', 'Shots On Target': '178', 'Penalties Taken (Scored)': '3 (1)', 'Free Kicks Scored (Scored)': '21 (2)', 'Hit Woodwork': '16', 'Crosses (Completed %)': '540 (19%)', 'Interceptions': '481', 'Blocks': '112', 'Clearances': '853', 'Passes': '20,063', 'Long Passes (Completed %)': '2,308 (50%)', 'Corners Taken': '220', 'Dribbles (Completed %)': '736 (63%)', 'Duels Won': '2,069', 'Aerial Duels Won': '630', 'Red Cards': '1', 'Yellow Cards': '64', 'Fouls': '405', 'Offsides': '88', 'Own Goals': '1'}]"
Newcastle United,https://www.premierleague.com/en/clubs/4/newcastle-united/stats,2017/2018,"[{'Games Played': '38', 'Goals': '39', 'Goals Conceded': '47', 'Shots': '298', 'Shots On Target': '149', 'Penalties Taken': '1', 'Free Kicks Scored (Scored)': '21 (1)', 'Hit Woodwork': '12', 'Crosses (Completed %)': '434 (20%)', 'Interceptions': '441', 'Blocks': '117', 'Clearances': '1,125', 'Penalties Saved (%)': '2 (33%)', 'Passes': '14,028', 'Long Passes (Completed %)': '2,610 (39%)', 'Corners Taken': '167', 'Dribbles (Completed %)': '535 (57%)', 'Duels Won': '2,202', 'Aerial Duels Won': '903', 'Red Cards': '2', 'Yellow Cards': '52', 'Fouls': '409', 'Offsides': '63', 'Own Goals': '1'}]"
Southampton,https://www.premierleague.com/en/clubs/20/southampton/stats,2017/2018,"[{'Games Played': '38', 'Goals': '37', 'Goals Conceded': '56', 'Shots': '290', 'Shots On Target': '145', 'Penalties Taken (Scored)': '3 (3)', 'Free Kicks Scored (Scored)': '11 (1)', 'Hit Woodwork': '15', 'Crosses (Completed %)': '545 (17%)', 'Interceptions': '462', 'Blocks': '128', 'Clearances': '953', 'Penalties Saved (%)': '1 (50%)', 'Passes': '17,174', 'Long Passes (Completed %)': '2,541 (38%)', 'Corners Taken': '227', 'Dribbles (Completed %)': '531 (71%)', 'Duels Won': '2,101', 'Aerial Duels Won': '702', 'Red Cards': '2', 'Yellow Cards': '63', 'Fouls': '416', 'Offsides': '73', 'Own Goals': '1'}]"
Stoke City,https://www.premierleague.com/en/clubs/110/stoke-city/stats,2017/2018,"[{'Games Played': '38', 'Goals': '35', 'Goals Conceded': '68', 'Shots': '262', 'Shots On Target': '131', 'Penalties Taken': '3', 'Free Kicks Scored (Scored)': '11 (1)', 'Hit Woodwork': '8', 'Crosses (Completed %)': '411 (18%)', 'Interceptions': '461', 'Blocks': '142', 'Clearances': '1,164', 'Passes': '12,892', 'Long Passes (Completed %)': '2,528 (43%)', 'Corners Taken': '136', 'Dribbles (Completed %)': '507 (64%)', 'Duels Won': '2,352', 'Aerial Duels Won': '989', 'Red Cards': '1', 'Yellow Cards': '62', 'Fouls': '436', 'Offsides': '87', 'Own Goals': '1'}]"
Swansea City,https://www.premierleague.com/en/clubs/80/swansea-city/stats,2017/2018,"[{'Games Played': '38', 'Goals': '28', 'Goals Conceded': '56', 'Shots': '206', 'Shots On Target': '103', 'Penalties Taken (Scored)': '1 (1)', 'Free Kicks Scored': '15', 'Hit Woodwork': '8', 'Crosses (Completed %)': '491 (15%)', 'Interceptions': '390', 'Blocks': '124', 'Clearances': '943', 'Penalties Saved (%)': '3 (50%)', 'Passes': '15,721', 'Long Passes (Completed %)': '2,579 (45%)', 'Corners Taken': '152', 'Dribbles (Completed %)': '523 (61%)', 'Duels Won': '2,015', 'Aerial Duels Won': '702', 'Red Cards': '1', 'Yellow Cards': '51', 'Fouls': '377', 'Offsides': '38', 'Own Goals': '1'}]"
Tottenham Hotspur,https://www.premierleague.com/en/clubs/6/tottenham-hotspur/stats,2017/2018,"[{'Games Played': '38', 'Goals': '74', 'Goals Conceded': '36', 'Shots': '432', 'Shots On Target': '216', 'Penalties Taken (Scored)': '3 (2)', 'Free Kicks Scored': '28', 'Hit Woodwork': '13', 'Crosses (Completed %)': '586 (14%)', 'Interceptions': '380', 'Blocks': '74', 'Clearances': '825', 'Passes': '21,660', 'Long Passes (Completed %)': '2,447 (55%)', 'Corners Taken': '247', 'Dribbles (Completed %)': '719 (61%)', 'Duels Won': '2,053', 'Aerial Duels Won': '620', 'Red Cards': '2', 'Yellow Cards': '50', 'Fouls': '384', 'Offsides': '88', 'Own Goals': '4'}]"
Watford,https://www.premierleague.com/en/clubs/57/watford/stats,2017/2018,[{}]
West Bromwich Albion,https://www.premierleague.com/en/clubs/35/west-bromwich-albion/stats,2017/2018,"[{'Games Played': '38', 'Goals': '31', 'Goals Conceded': '56', 'Shots': '228', 'Shots On Target': '114', 'Penalties Taken (Scored)': '1 (1)', 'Free Kicks Scored (Scored)': '15 (1)', 'Hit Woodwork': '6', 'Crosses (Completed %)': '576 (23%)', 'Interceptions': '470', 'Blocks': '148', 'Clearances': '992', 'Passes': '13,216', 'Long Passes (Completed %)': '2,699 (41%)', 'Corners Taken': '178', 'Dribbles (Completed %)': '527 (61%)', 'Duels Won': '2,055', 'Aerial Duels Won': '803', 'Red Cards': '1', 'Yellow Cards': '73', 'Fouls': '440', 'Offsides': '79'}]"
West Ham United,https://www.premierleague.com/en/clubs/21/west-ham-united/stats,2017/2018,"[{'Games Played': '38', 'Goals': '48', 'Goals Conceded': '68', 'Shots': '266', 'Shots On Target': '133', 'Penalties Taken (Scored)': '4 (2)', 'Free Kicks Scored (Scored)': '17 (1)', 'Hit Woodwork': '14', 'Crosses (Completed %)': '521 (18%)', 'Interceptions': '482', 'Blocks': '154', 'Clearances': '1,007', 'Penalties Saved (%)': '1 (17%)', 'Passes': '14,368', 'Long Passes (Completed %)': '2,566 (43%)', 'Corners Taken': '161', 'Dribbles (Completed %)': '642 (66%)', 'Duels Won': '2,237', 'Aerial Duels Won': '753', 'Red Cards': '2', 'Yellow Cards': '73', 'Fouls': '379', 'Offsides': '97'}]"
